"Data compiled by Iraq Body Count as of Tuesday, 6th March 2012"
"The reports from which this table is compiled have all been in the public domain."
"This specific compilation is copyrighted to Iraq Body Count (IBC)."
"Permission to use it for commercial use must be obtained from admin AT iraqbodycount.org"
""
"For a detailed explanation of these figures and how they were derived, see"
"http://www.iraqbodycount.org/about/"
""
"This table is constantly being updated. The latest version of this file can always be"
"obtained from http://www.iraqbodycount.org/database/download/ibc-incidents.php"

"IBC code","Start Date","End Date","Time","Location","Target","Weapons","Reported Minimum","Reported Maximum","Sources"
"k1656","24 Jul 2005","24 Jul 2005","9:15 - 9:30 AM","Hurriyah, Baghdad","Lt. Col. Imad Hatem Khalaf, al-Kadhimiya police chief","gunfire","1","1","CNN 24 Jul, XIN 24 Jul"
"k1658","24 Jul 2005","24 Jul 2005","8:00 AM","near Interior Ministry, central Baghdad","Interior Ministry or police academy","mortar round","1","1","REU 24 Jul, CNN 24 Jul"
"k1659","24 Jul 2005","24 Jul 2005","-","Kirkuk","Police Lieutenant-Colonel Nour -al-Din Mohammed","gunfire","1","1","REU 24 Jul, AFP 24 Jul"
"k1660","24 Jul 2005","24 Jul 2005","8:45 AM","Kamishly, near Hilla","police patrol","roadside bomb","1","1","REU 24 Jul, CNN 24 Jul"
"c0205","24 Jul 2005","24 Jul 2005","","Al-Jamia, west Baghdad","police car","gunfire","1","1","REU 24 Jul, CSM 22 Aug (morgue)"
"d4334","24 Jul 2005","24 Jul 2005","","Yusufiyah","body of a policeman found","","1","1","REU 24 Jul"
"d4422","24 Jul 2005","24 Jul 2005","","Samarra","civilian vehicle near the scene of clashes, driver killed","US gunfire","1","1","US DoD via ACLU Mar 2010, IRIN 24 Jan"
"d4456","24 Jul 2005","24 Jul 2005","","Mosul area?, Ninewa","'shot during conflict b/w US & Terrorists'","crossfire","0","1","US DoD via ACLU Mar 2010, LAT 25 Jun (MoH)"
"d5530","24 Jul 2005","24 Jul 2005","12:15 PM","Tal Afar","body found blindfolded and hands bound","executed","1","1","US DoD via WikiLeaks 22 Oct 2010, LAT 25 Jun 2006 (MoH)"
"k1646","23 Jul 2005","23 Jul 2005","PM","Waziriya, east Baghdad","Jasim Mohammed Al-Mtiri, head of inspection for Ministry of Transportation","gunfire","1","1","AFP 24 Jul, NYT 24 Jul"
"k1647","23 Jul 2005","23 Jul 2005","-","Balad","Khalis al-Hallub, former member of Balad's municipal council","gunfire","1","1","REU 24 Jul, Al-Shar 24 Jul"
"k1648","21 Jul 2005","23 Jul 2005","-","Bodies found in Karma, near Fallujah","police officers","gunfire","3","3","AP 24 Jul, WP 24 Jul"
"k1662","23 Jul 2005","23 Jul 2005","-","Baghdad","Adnan al Bayaty, freelance producer and translator for Italian RAI television","gunfire","1","1","IND 04 Aug, AP 03 Aug"
"k1642","21 Jul 2005","22 Jul 2005","-","east Baghdad","bodies found of three brothers, two police, third Sunni imam","gunfire","3","3","AFP 22 Jul, Al-Jaz 23 Jul"
"k1838","22 Jul 2005","22 Jul 2005","PM","Tunis, eastern Baghdad","Col. Abdul Qadir Whayib Ali, Interior Ministry Official","gunfire","1","1","AP 23 Jul, CNN 23 Jul"
"k1649","22 Jul 2005","22 Jul 2005","AM","Near Ghadir Bridge, New Baghdad","police patrol","gunfire","2","2","REU 22 Jul, AP 22 Jul"
"k1650","22 Jul 2005","22 Jul 2005","AM","Al-Baladayat, Baghdad","police in car, bystanders also killed","gunfire","3","3","Al-Jaz 23 Jul, AFP 22 Jul"
"k1651","22 Jul 2005","22 Jul 2005","PM","west Baghdad","police patrol","gunfire","2","2","Al-Jaz 23 Jul, AFP 22 Jul"
"k1652","22 Jul 2005","22 Jul 2005","-","eastern Baghdad","traffic policemen","gunfire","2","2","REU 22 Jul, AFP 23 Jul"
"k1653","22 Jul 2005","22 Jul 2005","AM","eastern Baladiyat, Baghdad","police","gunfire","1","1","AP 22 Jul, Al-Jaz 23 Jul"
"k1657","22 Jul 2005","22 Jul 2005","AM","Dora, Baghdad","car carrying newly-weds and relatives","gunfire","1","1","AP 22 Jul, REU 22 Jul"
"d4087","22 Jul 2005","22 Jul 2005","AM","near Sadr City, Baghdad","bodies found shot in their heads","gunfire","2","2","AP 22 Jul, CSM 22 Aug (morgue)"
"d4086","22 Jul 2005","22 Jul 2005","10:51 PM","'Bridge 8', Baghdad","civilian vehicle approaching an Army patrol","US gunfire","1","1","US DoD via ACLU Jul 2008"
"d4868","22 Jul 2005","22 Jul 2005","12:22 PM","ASR Chicago, outside Camp Delta, NE Fallujah","family vehicle passing the barriers of Camp Delta, mother killed, father and children injured","US gunfire","1","1","US DoD via WikiLeaks 22 Oct 2010"
"d5529","22 Jul 2005","22 Jul 2005","11:43 AM","Daquq","body found in a farmer's field","","1","1","US DoD via WikiLeaks 22 Oct 2010"
"k1640","21 Jul 2005","21 Jul 2005","10:00 AM","Al-Jamiaa, western Baghdad","members of the Iraqi Reconstruction Committee of Qadisiya province","gunfire","3","3","CNN 21 Jul, NYT 22 Jul"
"k1643","21 Jul 2005","21 Jul 2005","AM","Near Latifiyah","Iraqi army patrol","roadside bomb","2","2","AFP 23 Jul, AP 21 Jul"
"k1644","21 Jul 2005","21 Jul 2005","-","Yarmouk, Baghdad","security company","grenade","1","1","NYT 22 Jul, AP 21 Jul"
"c0195","21 Jul 2005","21 Jul 2005","","Sadr City, Baghdad","Ministry of Trade employee, while heading to work","drive-by shooting","1","1","AP 21 Jul, CSM 22 Aug (morgue)"
"d4866","21 Jul 2005","21 Jul 2005","1:28 AM","12km NW of Camp Ramadi","civilian vehicle approaching a cordoned area","US gunfire","1","1","US DoD via WikiLeaks 22 Oct 2010"
"d4867","21 Jul 2005","21 Jul 2005","3:30 PM","Elizabeth/Fran road, between Routes Henry and George, Fallujah","shots fired at a taxi turning toward a convoy, female bystander shot in the head","US gunfire","1","1","US DoD via WikiLeaks 22 Oct 2010"
"k1636","20 Jul 2005","20 Jul 2005","PM","Mosul","police patrol","machine guns","7","7","CNN 21 Jul, AP 21 Jul"
"k1637","20 Jul 2005","20 Jul 2005","AM","Dora, southern Baghdad","Sheikh Ahmed Ali Abdulla, imam of mosque","gunfire","1","1","CNN 21 Jul, NYT 21 Jul"
"k1639","20 Jul 2005","20 Jul 2005","-","Muthana former air base, Baghdad","army recruits","suicide bomber","6","10","CNN 21 Jul, AP 20 Jul, Tel 25 Jul"
"k1641","20 Jul 2005","20 Jul 2005","AM","Basra","Hussein al-Daraji, deputy head of Basra provincial council","gunfire","1","1","REU 20 Jul, NYT 21 Jul"
"d2651","20 Jul 2005","20 Jul 2005","","Mosul","police official's vehicle, driver killed","gunfire","1","1","CNN 21 Jul, LAT 25 Jun (MoH)"
"d4107","20 Jul 2005","20 Jul 2005","8:05 PM","near Al-Nouri mosque, Abu Ghraib","taxi approaching a platoon","US gunfire","1","1","US DoD via ACLU Jul 2008, US DoD via ACLU Mar 2010"
"d4109","19 Jul 2005","20 Jul 2005","","Baghdad","brother of Shia football player Hisham Ali al-Hashimi, shot 30 times in the street","gunfire","1","1","Times 20 Jul, CSM 22 Aug (morgue)"
"k1631","19 Jul 2005","19 Jul 2005","-","western Tal Afar","-","mortar round","3","3","AFP 19 Jul, AP 19 Jul"
"k1632","19 Jul 2005","19 Jul 2005","AM","northern Kirkuk","police patrol","roadside bomb","2","2","AP 19 Jul, Times 19 Jul"
"k1633","19 Jul 2005","19 Jul 2005","-","Tal Afar","civilian killed in clashes between police or soldiers and insurgents","gunfire","1","1","AFP 19 Jul, AP 19 Jul"
"k1634","19 Jul 2005","19 Jul 2005","3:00-4:00 PM","Karrada, Baghdad","Sunni members of constitutional committee","AK-47 rifles","3","3","ABC[AU] 29 Jul, NYT 20 Jul"
"k1635","19 Jul 2005","19 Jul 2005","8:00 AM","Baquba","minibus carrying workers at the US base in Khalis, occupants of car also killed","gunfire","13","13","CNN 21 Jul, NYT 20 Jul"
"c0207","19 Jul 2005","19 Jul 2005","","Baghdad","police guard of the United Nations building","gunfire, tortured, executed","1","1","Times 20 Jul, CSM 22 Aug (morgue)"
"d2652","19 Jul 2005","19 Jul 2005","","Abu Khamees village, 5km south of Buhriz","Qasim Ahmed, member of Buhriz municipal council","gunfire","1","1","REU 19 Jul, LAT 25 Jun (MoH)"
"d2653","19 Jul 2005","19 Jul 2005","","Tallafar","bodies found","","2","2","AFP 19 Jul, LAT 25 Jun (MoH)"
"d3803","19 Jul 2005","19 Jul 2005","","Tikrit","police patrol passing through the intersection of Tikrit Mosque","roadside bomb","1","1","XIN 19 Jul, News24 19 Jul"
"d3805","19 Jul 2005","19 Jul 2005","","Ma'mal al-Adwiyah neighbourhood, central Samarra","Lieutenant Ala Abbas, motor pool officer at the Samarra Police Directorate, while driving","gunfire","1","1","Al-Shar 19 Jul, IRIN 24 Jan"
"d3806","19 Jul 2005","19 Jul 2005","","Baiji","body of a businessman found","","1","1","News24 19 Jul, IRIN 24 Jan"
"d4085","19 Jul 2005","19 Jul 2005","12:35 PM","Haifa Street, Al Mansur, Baghdad","civilian car approaching a convoy in traffic, driver killed","US gunfire","1","1","US DoD via ACLU Jul 2008, US DoD via WikiLeaks 22 Oct 2010"
"d4335","19 Jul 2005","19 Jul 2005","","road between Mahmudiya and Latifiya","police patrol","roadside bomb","2","2","REU 19 Jul"
"d4865","19 Jul 2005","19 Jul 2005","10:00 AM","MSR Michigan, central Ramadi","man running toward the government center, suspected of being a suicide bomber","US gunfire","1","1","US DoD via WikiLeaks 22 Oct 2010"
"k1624","18 Jul 2005","18 Jul 2005","-","Taji","policeman killed in fighting between insurgents and security forces","gunfire","1","1","AP 18 Jul, LAT 19 Jul"
"k1625","18 Jul 2005","18 Jul 2005","-","Mosul","policeman","gunfire","1","1","AFP 18 Jul, REU 18 Jul"
"k1627","18 Jul 2005","18 Jul 2005","-","Khadra, western Baghdad","police killed in fighting with insurgents","gunfire","8","8","AP 18 Jul, Pak Trib 19 Jul"
"k1628","18 Jul 2005","18 Jul 2005","-","Baghdad","civilian government employees","gunfire","3","3","AP 18 Jul, LAT 19 Jul"
"k1629","18 Jul 2005","18 Jul 2005","-","Samarra","police colonel and Interior Minsitry official","gunfire","2","2","AP 18 Jul, LAT 19 Jul"
"k1630","18 Jul 2005","18 Jul 2005","-","Near Baiji","Iraqi army base","-","2","2","AFP 18 Jul, MEO 18 Jul"
"k1638","18 Jul 2005","18 Jul 2005","-","Mosul","Abdul Ghani Naimi, brother of Abdul Rahman Naimi, constitutional committee member","gunfire","1","1","LAT 20 Jul, AP 19 Jul"
"c0206a","18 Jul 2005","18 Jul 2005","","Baghdad","policemen, in separate attacks","gunfire","4","4","AP 18 Jul, AFP 18 Jul"
"d3903","18 Jul 2005","18 Jul 2005","","Rawah","US and Iraqi troops, civilian killed","car bomb","1","1","AP 18 Jul"
"c0206b","18 Jul 2005","18 Jul 2005","","Baghdad","police colonel","gunfire","1","1","AP 18 Jul, CSM 22 Aug (morgue)"
"d5275","18 Jul 2005","18 Jul 2005","4:14 PM","Southern Service Road, south of CP542, Baghdad","man mistaken to be 'wearing a suicide vest', family later stated he was mentally retarded","Iraqi Special Police gunfire","1","1","US DoD via WikiLeaks 22 Oct 2010"
"k1619","17 Jul 2005","17 Jul 2005","11:10 AM","Camp Sara, Baghdad","Electoral Commission offices","suicide car bomb","5","5","REU 17 Jul, AP 17 Jul"
"k1620","17 Jul 2005","17 Jul 2005","8:00 AM","New Baghdad","police commando patrol","suicide car bomb","1","1","AP 17 Jul, XIN 17 Jul"
"k1621","17 Jul 2005","17 Jul 2005","-","Mahmudiya","funeral procession heading for Najaf","gunfire","1","1","WP 18 Jul, REU 17 Jul"
"k1622","17 Jul 2005","17 Jul 2005","-","bodies found in north Ramadi","contractors working for US army","-","2","2","REU 17 Jul, Scot 18 Jul"
"k1623","17 Jul 2005","17 Jul 2005","PM","Basra","Alaa Dawoud Salman, Sunni, professor of history at Basra University","gunfire","1","1","REU 18 Jul, XIN 18 Jul"
"k1626","17 Jul 2005","17 Jul 2005","-","Mahmoudiya","US convoy, passing minibuses hit","suicide car bomb","6","6","AP 17 Jul, WP 18 Jul"
"c0198","17 Jul 2005","17 Jul 2005","","Baya, Baghdad","man 'believed to be working for Iraqi security troops', son also killed","gunfire","1","2","ITN 17 Jul, CSM 22 Aug (morgue)"
"d2713","17 Jul 2005","17 Jul 2005","4:00 PM","Yathrib, near Balad","raid on a neighboring house, girl killed by stray fire","US gunfire","1","1","US DoD via ACLU 12 Apr"
"d3396","16 Jul 2005","17 Jul 2005","","Samarra","taxi heading to Al Door, hit in crossfire when a shootout erupted","US gunfire","1","1","US DoD via ACLU 12 Apr"
"k1615","16 Jul 2005","16 Jul 2005","-","Hammam al-Alil,  Mosul","police station","suicide bomber","4","6","REU 16 Jul, AP 16 Jul, AFP 17 Jul"
"k1616","16 Jul 2005","16 Jul 2005","-","Doura, Baghdad","police commando patrol","suicide car bomb","3","3","Tel 17 Jul, CNN 17 Jul"
"k1617","16 Jul 2005","16 Jul 2005","-","Between Hilla and Mahaweel","police","gunfire","2","2","REU 16 Jul, Tel 17 Jul"
"k1618","16 Jul 2005","16 Jul 2005","8:00 PM","central square, Musayyib","Shiite worshippers","suicide bomber detonating explosives belt near petrol tanker","98","98","REU 17 Jul, IND 18 Jul, KR 18 Jul"
"k1608","15 Jul 2005","15 Jul 2005","-","Buhriz","police checkpoint","gunfire","3","3","AP 15 Jul, LAT 16 Jul"
"k1609","15 Jul 2005","15 Jul 2005","-","Hayy al Mamel, east of Baghdad","men found bound, shot in head","gunfire","5","5","AP 15 Jul, LAT 16 Jul"
"k1610","15 Jul 2005","15 Jul 2005","-","Haswa, 30 miles south of Baghdad","-","suicide car bomb","1","1","AP 16 Jul, WP 16 Jul"
"k1611","15 Jul 2005","15 Jul 2005","PM","Sadiya, Baghdad","-","suicide car bomb","11","11","REU 15 Jul, WP 16 Jul"
"k1612","15 Jul 2005","15 Jul 2005","PM","Al-Nassiriya","judge Noureddine Ahmad","gunfire","1","1","PDT 17 Jul, KR 16 Jul"
"k1613","15 Jul 2005","15 Jul 2005","-","Amiriyah, west Baghdad","US military patrol","roadside or car bomb","1","1","AP 15 Jul, CNN 15 Jul"
"k1614","15 Jul 2005","15 Jul 2005","-","Latifiyah","car travelling to Baghdad","gunfire","3","3","AFP 16 Jul, Al-Shar 15 Jul"
"c0212","15 Jul 2005","15 Jul 2005","","southern Baghdad","policeman and a civilian in a police car","drive-by shooting","2","2","LAT 16 Jul, CSM 22 Aug (morgue)"
"d2703","15 Jul 2005","15 Jul 2005","","Al Duluyia","man driving home in his car","US gunfire","1","1","US DoD via ACLU 12 Apr"
"d4336","15 Jul 2005","15 Jul 2005","PM","Kirkuk","'car packed with explosives detonated prematurely', passerby killed","car bomb","1","1","AP 15 Jul"
"d4369","1 Jan 2005","15 Jul 2005","","Garbia quarter, western Samarra","man near youth center, shot by US forces or caught in crossfire","US gunfire or crossfire","1","1","US DoD via ACLU 12 Apr, US DoD via ACLU Mar 2010"
"d4864","15 Jul 2005","15 Jul 2005","4:30-6:15 PM","Kirkuk-Mosul road, 25km west of FOB Warrior, near Twella village, Kirkuk","civilian vehicle that 'failed to merge over for a convoy to pass', husband killed","US gunfire","1","1","US DoD via ACLU 12 Apr 2007, US DoD via WikiLeaks 22 Oct 2010"
"k1605","14 Jul 2005","14 Jul 2005","8:45 AM","checkpoint at entrance to Green Zone, Baghdad","checkpoint at entrance to Green Zone","suicide car bomb, suicide bomber","1","2","AFP 15 Jul, REU 15 Jul, CD 15 Jul"
"k1606","14 Jul 2005","14 Jul 2005","-","Mosul","Civilian driving too close to US/Iraqi patrol","gunfire","1","1","CNN 14 Jul, GDN 15 Jul"
"k1607","14 Jul 2005","14 Jul 2005","9:30 AM","Ali al-Daham village, 1km north of Rashad, south of Kirkuk","policemen in car","drive-by shooting","3","3","REU 15 Jul, NYT 15 Jul"
"c0216","14 Jul 2005","14 Jul 2005","","western Baghdad","police checkpoint near the headquarters of the Iraqi Police Major Crimes Unit","gunfire","2","2","CNN 14 Jul, CSM 22 Aug (morgue)"
"d2650","14 Jul 2005","14 Jul 2005","","Tal Afar","'near a military checkpoint'","mortar attack","1","1","CNN 14 Jul, LAT 25 Jun (MoH)"
"d4347","14 Jul 2005","14 Jul 2005","","between Samawa and Diwaniya","policemen","roadside bomb","2","2","REU 14 Jul, LAT 25 Jun (MoH)"
"k1587","10 Jul 2005","13 Jul 2005","-","bodies found in Sadr City, Baghdad","Sunni Arabs from Al-Rabi district of Al-A'zamiyah, northern Baghdad","tortured, shot, following earlier arrest by apparent police commandos","11","13","AFP 13 Jul, WNYT 14 Jul, GUA 13 Jul"
"k1599","13 Jul 2005","13 Jul 2005","10:50 AM","Al-Jedidah, Baghdad","US military, surrounded by children","suicide car bomb","26","32","REU 13 Jul, AFP 14 Jul, CT 21 Jul"
"k1598","13 Jul 2005","13 Jul 2005","-","Al-Siniyah, Bayji","US base","mortars","1","1","AT 14 Jul, Al-Shar 13 Jul"
"k1600","13 Jul 2005","13 Jul 2005","-","Sahrayn, Tuz","army checkpoint","gunfire","1","1","AT 14 Jul, Al-Shar 13 Jul"
"k1601","13 Jul 2005","13 Jul 2005","-","eastern Baghdad","US patrol","roadside bomb","1","1","AP 13 Jul, GUA 14 Jul"
"k1604","13 Jul 2005","13 Jul 2005","-","bodies found in eastern Baghdad","-","tortured, gunfire","10","10","Times 15 Jul, LAT 14 Jul"
"c0219","13 Jul 2005","13 Jul 2005","","northeast of Baghdad","police Colonel Shaalan Abdul Jelil","gunfire","1","1","AFP 13 Jul"
"d4111","13 Jul 2005","13 Jul 2005","","southern Baghdad","policeman outside his home","gunfire","1","1","AFP 13 Jul, CSM 22 Aug (morgue)"
"d5819","13 Jul 2005","13 Jul 2005","4:45 PM","east Mosul","","mortar rounds","2","2","US DoD via WikiLeaks 22 Oct 2010, LAT 25 Jun 2006 (MoH)"
"k1595","12 Jul 2005","12 Jul 2005","-","Jamaa, western Baghdad","office of International Organisation for Human Rights","gunfire","4","4","REU 13 Jul, AFP 13 Jul"
"k1596","12 Jul 2005","12 Jul 2005","11:00 AM - 12:00 PM","industrial area of Kirkuk","-","car bomb","3","3","PDT 13 Jul, KR 12 Jul"
"k1597","12 Jul 2005","12 Jul 2005","-","Wahda, southern Baghdad","Lt. Col. Amer Mozar, head of the Ministry of Interior's crime scene investigations unit","gunfire","1","1","PDT 13 Jul, KR 12 Jul"
"k1602","12 Jul 2005","12 Jul 2005","PM","Jalowla, northeast of Baquba","worshippers at Al-Kebir Sunni mosque","suicide bomber","2","2","XIN 13 Jul, REU 13 Jul"
"k1603","12 Jul 2005","12 Jul 2005","-","Tal Afar","-","bomb in boot of car","1","1","AP 13 Jul, PDT 13 Jul"
"c0220","12 Jul 2005","12 Jul 2005","","Baghdad","police captain outside his flat","gunfire","1","1","AFP 12 Jul, CSM 22 Aug (morgue)"
"d3379","12 Jul 2005","12 Jul 2005","","Mosul","","during clashes","1","1","AFP 12 Jul, LAT 25 Jun (MoH)"
"d4110","12 Jul 2005","12 Jul 2005","","north of Baghdad","policeman","","1","1","AFP 12 Jul"
"k15951","12 Jul 2005","12 Jul 2005","8:30 AM","RTE Maverick, Hit","family car failing to stop after warnings by US troops, 13 year old boy killed","US gunfire","1","1","US DoD via WikiLeaks 22 Oct 2010"
"d5627","12 Jul 2005","12 Jul 2005","8:09 PM","Al Karmah","US observation post, nearby female civilian killed","60mm mortar rounds","1","1","US DoD via WikiLeaks 22 Oct 2010"
"k1593","11 Jul 2005","11 Jul 2005","Overnight","Tal Afar","Civilians killed in crossfire between US forces and insurgents or by bombing","gunfire or bombs","5","5","AFP 12 Jul, Al-Jaz 11 Jul"
"k1594","10 Jul 2005","11 Jul 2005","Overnight","Al-Nisour Square police station, Baghdad","bricklayers from Abu Ghraib","suffocated in van","9","10","AFP 12 Jul, KR 11 Jul, NYT 13 Jul"
"d3930","11 Jul 2005","11 Jul 2005","","Musayyib","body of a man found","beheaded","1","1","REU 12 Jul"
"k1581","10 Jul 2005","10 Jul 2005","-","Near Fallujah","US military convoy","suicide car bomb","1","1","AP 10 Jul, LAT 11 Jul"
"k1582","10 Jul 2005","10 Jul 2005","-","Near Dujail","truck drivers working for US","-","3","3","AFP 10 Jul, CNA 10 Jul"
"k1583","10 Jul 2005","10 Jul 2005","-","Kirkuk","security official","-","1","1","IHT 11 Jul, AP 10 Jul"
"k1584","10 Jul 2005","10 Jul 2005","-","Baghdad","police colonel","gunfire","1","1","IHT 11 Jul, AP 10 Jul"
"k1585","10 Jul 2005","10 Jul 2005","8:00 AM","Near Al-Sadriya Hospital and local government buildings, Kirkuk","possibly convoy of mayor","suicide car bomb","3","4","AP 10 Jul, CNN 10 Jul"
"k1586","10 Jul 2005","10 Jul 2005","8:55 AM","Muthanna airfield, Baghdad","army recruits","suicide bomber","20","25","AFP 21 Jul, AP 10 Jul, IND 11 Jul"
"k1588","10 Jul 2005","10 Jul 2005","-","Al-Saydiyah Square, southwestern Baghdad","employees of the Iraqna telecommunications company","gunfire","2","2","CNN 10 Jul, Al-Jaz TV 10 Jul"
"k1590","10 Jul 2005","10 Jul 2005","10:00 AM","Nimrud, near Mosul","convoy of police chief Brig. Gen. Salim Salih Meshaal","suicide car bomb","5","5","AP 10 Jul, AFP 19 Jul"
"k1591","10 Jul 2005","10 Jul 2005","-","Walid crossing, Syrian border","customs officials","2 suicide car bombs","7","7","WP 11 Jul, AFP 11 Jul"
"k1592","10 Jul 2005","10 Jul 2005","AM","Baladiyat, Baghdad","Shiite family","gunfire","8","9","WP 11 Jul, NYT 11 Jul, AFP 11 Jul"
"c0223","10 Jul 2005","10 Jul 2005","","Baghdad","relative of Shiite political leader Abdelaziz Hakim, and friend in their car","gunfire","2","2","LAT 11 Jul, CSM 22 Aug (morgue)"
"c0226","10 Jul 2005","10 Jul 2005","","Baghdad","","","1","1","AP 10 Jul, CSM 22 Aug (morgue)"
"c0227","10 Jul 2005","10 Jul 2005","","Baghdad","policemen","","2","2","AP 10 Jul, CSM 22 Aug (morgue)"
"d4862","10 Jul 2005","10 Jul 2005","3:30 PM","ASR Michigan, 1km east of Ramadi","truck shot at from a guard tower, occupants shot while attempting to flee on foot","US gunfire","1","1","US DoD via WikiLeaks 22 Oct 2010"
"d5626","10 Jul 2005","10 Jul 2005","10:00 AM","north of Karmah","US forces, civilian killed","82mm mortar rounds","1","1","US DoD via WikiLeaks 22 Oct 2010"
"k1579","9 Jul 2005","9 Jul 2005","AM","Al-Ta'mim, Baiji","Translator working for US and family","gunfire","4","4","REU 09 Jul, WP 10 Jul"
"c0224","8 Jul 2005","9 Jul 2005","","Baghdad","former general of the Iraqi army","executed","1","1","LAT 11 Jul, CSM 22 Aug (morgue)"
"d2645","9 Jul 2005","9 Jul 2005","","8km east of Baquba","pick-up truck driver killed","roadside bomb","1","1","REU 09 Jul, LAT 25 Jun (MoH)"
"d2707","9 Jul 2005","9 Jul 2005","","Al Yousifiyah","pickup truck nearing a checkpoint, man dies in hospital days later","US gunfire","1","1","US DoD via ACLU 12 Apr, US DoD via ACLU Mar 2010"
"d3905","9 Jul 2005","9 Jul 2005","","Kerbala","policeman and son","bomb","2","2","REU 09 Jul"
"d4108","9 Jul 2005","9 Jul 2005","","Al Rashid","77-year-old woman driving with her two nephews, failed to stop at a checkpoint","US gunfire","1","1","US DoD via ACLU 12 Apr 2007, US DoD via ACLU Mar 2010"
